Variable Type,Category Name,Activity,Variable Value,Unit,Year,Assoc. Gas,Uncertainty (Max),Uncertainty (Min),NK,Uncertainty Type,Region,Notes
AD,Market Swine,head of Livestock,201558.6,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Market Swine,head of Livestock,186935.76,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Market Swine,head of Livestock,172312.92,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Market Swine,head of Livestock,157690.08,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Market Swine,head of Livestock,143067.24,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Market Swine,head of Livestock,128444.4,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Market Swine,head of Livestock,113821.56,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,10092,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9890,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9688,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9486,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9285,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Mules/Asses,head of Livestock,9083,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,86850,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,83029,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,79207,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,75386,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,71564,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,66750,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,74993,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,83236,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,79270,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,75304,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,71338,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,67372,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,83424,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Other Cattle,head of Livestock,70203,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6627.5,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,7255,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,8534.25,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,9813.5,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,11092.75,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,12372,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,16884,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,15547,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,8685786,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,9336441,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,9442712,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,10614481,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,10865984,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,11433414,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,29198772,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,41042344,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,64729488,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,63404068,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,64062114,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,38492644,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,63854063,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Broilers),head of Livestock,63750037.5,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,560671,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,585226,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,527931,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,536116,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,510781,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,380601,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,573280,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,765959,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,710882.25,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,655805.5,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,600728.75,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,545652,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,638028,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Chickens (Layers),head of Livestock,667238,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,6948.6288,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,7469.1528,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,7554.1696,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,8491.5848,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,8692.7872,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,9146.7312,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,23359.0176,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,32833.8752,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,51783.5904,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,50723.2544,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,51249.6912,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,30794.1152,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,51083.2504,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Ducks&Geese,head of Livestock,51000.03,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,1737.1572,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,1867.2882,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,1888.5424,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,2122.8962,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,2173.1968,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,2286.6828,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,5839.7544,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,8208.4688,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,12945.8976,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,12680.8136,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,12812.4228,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,7698.5288,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,12770.8126,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Poultry- Turkeys,head of Livestock,12750.0075,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
